Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW)
56237,QVC Inc,56966,QVC Inc,NC,Edgecombe,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,1,1,12,2008,N,Y,,,,N,,,,N,0,0,1,Y,,,,,,N, ,N, 
56237,QVC Inc,56966,QVC Inc,NC,Edgecombe,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.9,2.9,2.9,11,2013,,N,,Y,,N,,,,,90,30,2.9,Y,,,,,,N, ,N, 
56284,MF Mesa Lane LLC,56993,MF Mesa Lane LLC,PA,Bucks,MESA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3,3,3,11,2008,,,,Y,,,,,,,180,30,3,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,56996,Solar Photovoltaic Project #02,CA,San Bernardino,S1A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,12,2009,,,,Y,,,,,,,180,0,0.6,,Y,,,,,N, ,N, 
17609,Southern California Edison Co,56996,Solar Photovoltaic Project #02,CA,San Bernardino,S1B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,12,2009,,,,Y,,,,,,,180,0,0.6,,Y,,,,,N, ,N, 
56294,SunE WG113 Moreno Valley LLC,57004,SunEdison Walgreens Moreno Valley,CA,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,0.9,0.9,9,2007,,Y,,,,,,,,,180,15,1.2,Y,,,,,,Y,1,N, 
56431,SunE U6 Holdings LLC,57005,Mariani Packing Vacaville Solar,CA,Solano,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,0.9,0.9,11,2008,,Y,,,,,,,,,100, ,1.1,Y,,,,,,Y,1,N, 
56296,SunE WG45 Woodland LLC,57006,Walgreens Woodland Distribution Center,CA,Yolo,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,0.9,0.9,8,2007,,Y,,,,,,,,,180,15,1.2,Y,,,,,,Y,1,N, 
56297,SunE CPA CDC2 LLC,57007,SunEdison Ironwood State Prison,CA,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,0.9,0.9,5,2008,,Y,,,,,,,,,90, ,1.2,Y,,,,,,N, ,N, 
56431,SunE U6 Holdings LLC,57008,SunEdison Procter & Gamble Oxnard,CA,Ventura,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,0.8,0.8,10,2009,,,,Y,,,,,,,180,20,1.1,,Y,,,,,Y,1,N, 
61219,Longroad Energy Services LLC,57009,Kohls San Bernardino Solar Facility,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,0.9,0.9,11,2007,,Y,,,,,,,,,180,0,1.2,Y,,,,,,Y,1,N, 
56434,SunE M5 Holdings LLC,57010,SunEdison Anheuser Busch Fairfield,CA,Solano,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,0.9,0.9,12,2008,,Y,,,,,,,,,0,0,1.1,Y,,,,,,N, ,N, 
56302,SunE CPA CDC1 LLC,57011,Chuckawalla Valley State Prison,CA,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,0.9,0.9,6,2006,,,,Y,,,,,,,180,20,1.2,Y,,,,,,N, ,N, 
56434,SunE M5 Holdings LLC,57012,SunEdison Walmart Apple Valley DC,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,0.9,0.9,3,2009,,Y,,,,,,,,,0,0,1.1,Y,,,,,,Y,1,N, 
14328,Pacific Gas & Electric Co.,57041,Vaca Dixon Solar Station,CA,Solano,1,OP,Solar Photovoltaic,PV,Electric Utility,1,2,2,2,12,2009,,,,Y,,,,,,,180,30,2.6,Y,,,,,,N, ,N, 
57499,NRG Energy Services,57073,Ivanpah 2,CA,San Bernardino,ST1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,133.4,133.4,133.4,12,2013,Y,,Y,,,,,Y,,, , , ,,,,,,,X, ,X, 
57499,NRG Energy Services,57074,Ivanpah 1,CA,San Bernardino,ST1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,126,126,126,12,2013,Y,,Y,,,,,Y,,, , , ,,,,,,,X, ,X, 
57499,NRG Energy Services,57075,Ivanpah 3,CA,San Bernardino,ST1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,133.4,133.4,133.4,12,2013,Y,,Y,,,,,Y,,, , , ,,,,,,,X, ,X, 
56610,Calpine Vineland Solar LLC,57081,Calpine Vineland Solar LLC,NJ,Cumberland,CVS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.3,2.3,2.3,8,2009,,,,Y,,,,,,,181,25,2.4,Y,,,,,,N, ,N, 
56610,Calpine Vineland Solar LLC,57081,Calpine Vineland Solar LLC,NJ,Cumberland,CVS2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,1.8,1.8,12,2009,,,,Y,,,,,,,181,25,1.9,Y,,,,,,N, ,N, 
56493,RV CSU Power LLC,57141,RV CSU Power LLC,CO,Larimer,CSU1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.9,1.9,1.9,12,2009,,Y,,,,,,,,,180,25,2,Y,,,,,,N, ,N, 
64696,"Luminace Solar Chicago, LLC",57191,Exelon Solar Chicago,IL,Cook,ECS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,9,9,9,12,2009,,Y,N,,,,,,,,180,25,10,Y,,,,,,N, ,N, 
56565,TX Solar I LLC,57197,Blue Wing Solar Energy Generation,TX,Bexar,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,13.9,13.5,13.5,11,2010,,,,Y,,,,,,,205,20,16.7,,Y,,,,,N, ,N, 
56563,Solar Star North Carolina I LLC,57200,Shelby Solar Energy Generation Facility,NC,Cleveland,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,1,1,5,2010,,Y,,,,,,,,,0,0,1,Y,,,,,,N, ,N, 
56582,Jacksonville Solar LLC,57202,Jacksonville Solar,FL,Duval,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.6,12.5,12.5,4,2010,,,,Y,,,,,,,180,20,15,,Y,,,,,N, ,N, 
56583,Wyandot Solar LLC,57203,Wyandot Solar Farm,OH,Wyandot,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10,10,10,4,2010,,,,Y,,,,,,,180,25,12,,Y,,,,,N, ,N, 
56584,PSEG Solar Hackettstown LLC,57204,PSEG Hackettstown,NJ,Warren,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2,2.2,2.2,9,2009,,,,Y,,,,,,,180,25,2.2,,Y,,,,,N, ,N, 
56769,Consolidated Edison Development Inc.,57205,CM48,NV,Clark,PV02,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,8,8,8,6,2010,,,,Y,,,,,,,180,25,10.1,,Y,,,,,N, ,N, 
56769,Consolidated Edison Development Inc.,57205,CM48,NV,Clark,PV03,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10,10,10,9,2010,,,,Y,,,,,,,180,25,12.6,,Y,,,,,N, ,N, 
56769,Consolidated Edison Development Inc.,57205,CM48,NV,Clark,PV04,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10,10,10,10,2010,,,,Y,,,,,,,180,25,12.6,,Y,,,,,N, ,N, 
56769,Consolidated Edison Development Inc.,57205,CM48,NV,Clark,PV05,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10,10,10,11,2010,,,,Y,,,,,,,180,25,12.6,,Y,,,,,N, ,N, 
56769,Consolidated Edison Development Inc.,57205,CM48,NV,Clark,PV06,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10,10,10,12,2010,,,,Y,,,,,,N,180,25,12.6,,Y,,,,,N, ,N, 
19391,UGI Development Co,57216,Crayola Solar Project,PA,Northampton,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,1,1,5,2010,,,,Y,,,,,,,165,25,1.1,Y,,,,,,N, ,N, 
19391,UGI Development Co,57216,Crayola Solar Project,PA,Northampton,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,1,1,4,2011,,,,Y,,,,,,,165,25,1.1,Y,,,,,,N, ,N, 
19391,UGI Development Co,57216,Crayola Solar Project,PA,Northampton,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.8,0.8,0.8,1,2012,,,,Y,,,,,,,165,25,0.9,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57217,Solar Photovoltaic Project #03,CA,San Bernardino,S003A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,3,2011,,,,Y,,,,,,,180,0,0.6,,Y,,,,,N, ,N, 
17609,Southern California Edison Co,57217,Solar Photovoltaic Project #03,CA,San Bernardino,S003B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,3,2011,,,,Y,,,,,,,180,0,0.6,,Y,,,,,N, ,N, 
17609,Southern California Edison Co,57219,Solar Photovoltaic Project #05,CA,San Bernardino,S005A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57219,Solar Photovoltaic Project #05,CA,San Bernardino,S005B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57219,Solar Photovoltaic Project #05,CA,San Bernardino,S005C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57219,Solar Photovoltaic Project #05,CA,San Bernardino,S005D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57219,Solar Photovoltaic Project #05,CA,San Bernardino,S005E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57220,Solar Photovoltaic Project #06,CA,San Bernardino,S006A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57220,Solar Photovoltaic Project #06,CA,San Bernardino,S006B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57220,Solar Photovoltaic Project #06,CA,San Bernardino,S006C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57220,Solar Photovoltaic Project #06,CA,San Bernardino,S006D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57221,Solar Photovoltaic Project #07,CA,San Bernardino,S007A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57221,Solar Photovoltaic Project #07,CA,San Bernardino,S007B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57221,Solar Photovoltaic Project #07,CA,San Bernardino,S007C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57221,Solar Photovoltaic Project #07,CA,San Bernardino,S007D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57221,Solar Photovoltaic Project #07,CA,San Bernardino,S007E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57222,Solar Photovoltaic Project #08,CA,San Bernardino,S008A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57222,Solar Photovoltaic Project #08,CA,San Bernardino,S008B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57222,Solar Photovoltaic Project #08,CA,San Bernardino,S008C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57222,Solar Photovoltaic Project #08,CA,San Bernardino,S008D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57223,Solar Photovoltaic Project #09,CA,San Bernardino,S009A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57223,Solar Photovoltaic Project #09,CA,San Bernardino,S009B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57224,Solar Photovoltaic Project #10,CA,San Bernardino,S010A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57224,Solar Photovoltaic Project #10,CA,San Bernardino,S010B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57224,Solar Photovoltaic Project #10,CA,San Bernardino,S010C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,San Bernardino,S011A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,San Bernardino,S011B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,San Bernardino,S011C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,San Bernardino,S011D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,San Bernardino,S011E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,San Bernardino,S011F,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,San Bernardino,S011G,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57226,Solar Photovoltaic Project #12,CA,San Bernardino,S012A,OA,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,San Bernardino,S013A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,San Bernardino,S013B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,San Bernardino,S013C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,San Bernardino,S013D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,San Bernardino,S013E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,San Bernardino,S013F,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,San Bernardino,S013G,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,San Bernardino,S015A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,0,0.6,,Y,,,,,N, ,N, 
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,San Bernardino,S015B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,0,0.6,,Y,,,,,N, ,N, 
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,San Bernardino,S015C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,0,0.6,,Y,,,,,N, ,N, 
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,San Bernardino,S015D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,0,0.6,,Y,,,,,N, ,N, 
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,San Bernardino,S015E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,San Bernardino,S015F,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,San Bernardino,S015G,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57230,Solar Photovoltaic Project #16,CA,San Bernardino,S016A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57230,Solar Photovoltaic Project #16,CA,San Bernardino,S016B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57230,Solar Photovoltaic Project #16,CA,San Bernardino,S016C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,San Bernardino,S017A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,San Bernardino,S017B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,San Bernardino,S017C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,San Bernardino,S017D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,San Bernardino,S017E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,San Bernardino,S017F,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,San Bernardino,S017G,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,,180,5,0.6,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57232,Solar Photovoltaic Project #18,CA,San Bernardino,S018A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,10,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57232,Solar Photovoltaic Project #18,CA,San Bernardino,S018B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,10,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57232,Solar Photovoltaic Project #18,CA,San Bernardino,S018C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,,180,10,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57236,Solar Photovoltaic Project #23,CA,San Bernardino,S023A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57236,Solar Photovoltaic Project #23,CA,San Bernardino,S023B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57236,Solar Photovoltaic Project #23,CA,San Bernardino,S023C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57236,Solar Photovoltaic Project #23,CA,San Bernardino,S023D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57236,Solar Photovoltaic Project #23,CA,San Bernardino,S023E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57237,Solar Photovoltaic Project #22,CA,San Bernardino,S022A,OA,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57237,Solar Photovoltaic Project #22,CA,San Bernardino,S022B,OA,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57237,Solar Photovoltaic Project #22,CA,San Bernardino,S022C,OA,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57237,Solar Photovoltaic Project #22,CA,San Bernardino,S022D,OA,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,,180,10,0.8,Y,,,,,,N, ,N, 
17650,Southern Power Co,57243,Cimarron Solar Facility,NM,Colfax,CIM1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.6,30.6,30.6,12,2010,,,,Y,,,,,,,180,25,37.4,,Y,,,,,N, ,N, 
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,San Bernardino,S026A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,San Bernardino,S026B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,San Bernardino,S026C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,San Bernardino,S026D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,San Bernardino,S026E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,180,5,0.7,Y,,,,,,N, ,N, 
